flightNo,departureDate,arrivalDate,totalNumSeats,numSeatsSold
HY618,2020-01-30,2020-01-30,485,62
HY618,2020-02-06,2020-02-06,485,301
HY618,2020-02-13,2020-02-13,485,320
HY618,2020-02-20,2020-02-20,485,474
HY618,2020-02-27,2020-02-27,485,0
HY618,2020-03-05,2020-03-05,485,465
HY618,2020-03-12,2020-03-12,485,376
HY618,2020-03-19,2020-03-19,485,76
HY618,2020-03-26,2020-03-26,485,76
HY618,2020-04-02,2020-04-02,485,217
HY618,2020-04-09,2020-04-09,485,74
HY618,2020-04-16,2020-04-16,485,401
HY618,2020-04-23,2020-04-23,485,36
HY618,2020-04-30,2020-04-30,485,183
HY618,2020-05-07,2020-05-07,485,155
HY618,2020-05-14,2020-05-14,485,86
HY618,2020-05-21,2020-05-21,485,331
HY618,2020-05-28,2020-05-28,485,267
HY618,2020-06-04,2020-06-04,485,279
HY618,2020-06-11,2020-06-11,485,141
HY618,2020-06-18,2020-06-18,485,29
HY618,2020-06-25,2020-06-25,485,205
HY618,2020-07-02,2020-07-02,485,28
HY618,2020-07-09,2020-07-09,485,47
HY618,2020-07-16,2020-07-16,485,121
HY618,2020-07-23,2020-07-23,485,298
HY618,2020-07-30,2020-07-30,485,15
HY618,2020-08-06,2020-08-06,485,67
HY618,2020-08-13,2020-08-13,485,420
HY618,2020-08-20,2020-08-20,485,260
HY618,2020-08-27,2020-08-27,485,116
HY618,2020-09-03,2020-09-03,485,170
HY618,2020-09-10,2020-09-10,485,482
HY618,2020-09-17,2020-09-17,485,276
HY618,2020-09-24,2020-09-24,485,472
HY618,2020-10-01,2020-10-01,485,240
HY618,2020-10-08,2020-10-08,485,294
HY618,2020-10-15,2020-10-15,485,311
HY618,2020-10-22,2020-10-22,485,412
HY618,2020-10-29,2020-10-29,485,27
HY618,2020-11-05,2020-11-05,485,408
HY618,2020-11-12,2020-11-12,485,248
HY618,2020-11-19,2020-11-19,485,335
PN619,2020-01-07,2020-01-07,918,648
PN619,2020-01-14,2020-01-14,918,760
PN619,2020-01-21,2020-01-21,918,363
PN619,2020-01-28,2020-01-28,918,292
PN619,2020-02-04,2020-02-04,918,155
PN619,2020-02-11,2020-02-11,918,639
PN619,2020-02-18,2020-02-18,918,276
PN619,2020-02-25,2020-02-25,918,862
PN619,2020-03-03,2020-03-03,918,573
PN619,2020-03-10,2020-03-10,918,155
PN619,2020-03-17,2020-03-17,918,461
PN619,2020-03-24,2020-03-24,918,591
PN619,2020-03-31,2020-03-31,918,918
PN619,2020-04-07,2020-04-07,918,126
PN619,2020-04-14,2020-04-14,918,797
PN619,2020-04-21,2020-04-21,918,796
PN619,2020-04-28,2020-04-28,918,362
PN619,2020-05-05,2020-05-05,918,210
PN619,2020-05-12,2020-05-12,918,235
PN619,2020-05-19,2020-05-19,918,46
PN619,2020-05-26,2020-05-26,918,183
PN619,2020-06-02,2020-06-02,918,80
PN619,2020-06-09,2020-06-09,918,452
PN619,2020-06-16,2020-06-16,918,272
PN619,2020-06-23,2020-06-23,918,754
PN619,2020-06-30,2020-06-30,918,809
PN619,2020-07-07,2020-07-07,918,415
PN619,2020-07-14,2020-07-14,918,191
PN619,2020-07-21,2020-07-21,918,897
PN619,2020-07-28,2020-07-28,918,671
PN619,2020-08-04,2020-08-04,918,490
PN619,2020-08-11,2020-08-11,918,52
PN619,2020-08-18,2020-08-18,918,836
PN619,2020-08-25,2020-08-25,918,850
PN619,2020-09-01,2020-09-01,918,209
PN619,2020-09-08,2020-09-08,918,488
PN619,2020-09-15,2020-09-15,918,90
PN619,2020-09-22,2020-09-22,918,52
PN619,2020-09-29,2020-09-29,918,446
PN619,2020-10-06,2020-10-06,918,474
PN619,2020-10-13,2020-10-13,918,770
PN619,2020-10-20,2020-10-20,918,581
PN619,2020-10-27,2020-10-27,918,310
PN619,2020-11-03,2020-11-03,918,374
PN619,2020-11-10,2020-11-10,918,428
PN619,2020-11-17,2020-11-17,918,111
PN619,2020-11-24,2020-11-24,918,373
8U620,2020-01-06,2020-01-06,552,234
8U620,2020-01-13,2020-01-13,552,29
8U620,2020-01-20,2020-01-20,552,122
8U620,2020-01-27,2020-01-27,552,147
8U620,2020-02-03,2020-02-03,552,277
8U620,2020-02-10,2020-02-10,552,256
8U620,2020-02-17,2020-02-17,552,482
8U620,2020-02-24,2020-02-24,552,301
8U620,2020-03-02,2020-03-02,552,256
8U620,2020-03-09,2020-03-09,552,409
8U620,2020-03-16,2020-03-16,552,262
8U620,2020-03-23,2020-03-23,552,291
8U620,2020-03-30,2020-03-30,552,402
8U620,2020-04-06,2020-04-06,552,212
8U620,2020-04-13,2020-04-13,552,213
8U620,2020-04-20,2020-04-20,552,476
8U620,2020-04-27,2020-04-27,552,145
8U620,2020-05-04,2020-05-04,552,405
8U620,2020-05-11,2020-05-11,552,304
8U620,2020-05-18,2020-05-18,552,415
8U620,2020-05-25,2020-05-25,552,132
8U620,2020-06-01,2020-06-01,552,102
8U620,2020-06-08,2020-06-08,552,123
8U620,2020-06-15,2020-06-15,552,97
8U620,2020-06-22,2020-06-22,552,56
8U620,2020-06-29,2020-06-29,552,193
8U620,2020-07-06,2020-07-06,552,535
8U620,2020-07-13,2020-07-13,552,24
8U620,2020-07-20,2020-07-20,552,499
8U620,2020-07-27,2020-07-27,552,535
8U620,2020-08-03,2020-08-03,552,123
8U620,2020-08-10,2020-08-10,552,429
8U620,2020-08-17,2020-08-17,552,481
8U620,2020-08-24,2020-08-24,552,128
8U620,2020-08-31,2020-08-31,552,264
8U620,2020-09-07,2020-09-07,552,200
8U620,2020-09-14,2020-09-14,552,77
8U620,2020-09-21,2020-09-21,552,339
8U620,2020-09-28,2020-09-28,552,74
8U620,2020-10-05,2020-10-05,552,526
8U620,2020-10-12,2020-10-12,552,369
8U620,2020-10-19,2020-10-19,552,319
8U620,2020-10-26,2020-10-26,552,245
8U620,2020-11-02,2020-11-02,552,197
8U620,2020-11-09,2020-11-09,552,26
8U620,2020-11-16,2020-11-16,552,29
8U620,2020-11-23,2020-11-23,552,81
CZ621,2020-01-06,2020-01-06,273,227
CZ621,2020-01-13,2020-01-13,273,32
CZ621,2020-01-20,2020-01-20,273,124
CZ621,2020-01-27,2020-01-27,273,53
CZ621,2020-02-03,2020-02-03,273,6
CZ621,2020-02-10,2020-02-10,273,233
CZ621,2020-02-17,2020-02-17,273,63
CZ621,2020-02-24,2020-02-24,273,222
CZ621,2020-03-02,2020-03-02,273,251
CZ621,2020-03-09,2020-03-09,273,56
CZ621,2020-03-16,2020-03-16,273,144
CZ621,2020-03-23,2020-03-23,273,51
CZ621,2020-03-30,2020-03-30,273,59
CZ621,2020-04-06,2020-04-06,273,169
CZ621,2020-04-13,2020-04-13,273,0
CZ621,2020-04-20,2020-04-20,273,157
CZ621,2020-04-27,2020-04-27,273,129
CZ621,2020-05-04,2020-05-04,273,258
CZ621,2020-05-11,2020-05-11,273,150
CZ621,2020-05-18,2020-05-18,273,221
CZ621,2020-05-25,2020-05-25,273,246
CZ621,2020-06-01,2020-06-01,273,120
CZ621,2020-06-08,2020-06-08,273,174
CZ621,2020-06-15,2020-06-15,273,188
CZ621,2020-06-22,2020-06-22,273,90
CZ621,2020-06-29,2020-06-29,273,53
CZ621,2020-07-06,2020-07-06,273,64
CZ621,2020-07-13,2020-07-13,273,251
CZ621,2020-07-20,2020-07-20,273,189
CZ621,2020-07-27,2020-07-27,273,184
CZ621,2020-08-03,2020-08-03,273,185
CZ621,2020-08-10,2020-08-10,273,110
CZ621,2020-08-17,2020-08-17,273,162
CZ621,2020-08-24,2020-08-24,273,152
CZ621,2020-08-31,2020-08-31,273,250
CZ621,2020-09-07,2020-09-07,273,86
CZ621,2020-09-14,2020-09-14,273,189
CZ621,2020-09-21,2020-09-21,273,268
CZ621,2020-09-28,2020-09-28,273,8
CZ621,2020-10-05,2020-10-05,273,60
CZ621,2020-10-12,2020-10-12,273,231
CZ621,2020-10-19,2020-10-19,273,65
CZ621,2020-10-26,2020-10-26,273,212
CZ621,2020-11-02,2020-11-02,273,51
CZ621,2020-11-09,2020-11-09,273,187
CZ621,2020-11-16,2020-11-16,273,227
CZ621,2020-11-23,2020-11-23,273,268
5Y622,2020-01-02,2020-01-02,872,809
5Y622,2020-01-09,2020-01-09,872,90
5Y622,2020-01-16,2020-01-16,872,371
5Y622,2020-01-23,2020-01-23,872,656
5Y622,2020-01-30,2020-01-30,872,583
5Y622,2020-02-06,2020-02-06,872,145
5Y622,2020-02-13,2020-02-13,872,765
5Y622,2020-02-20,2020-02-20,872,81
5Y622,2020-02-27,2020-02-27,872,730
5Y622,2020-03-05,2020-03-05,872,417
5Y622,2020-03-12,2020-03-12,872,177
5Y622,2020-03-19,2020-03-19,872,213
5Y622,2020-03-26,2020-03-26,872,213
5Y622,2020-04-02,2020-04-02,872,458
5Y622,2020-04-09,2020-04-09,872,51
5Y622,2020-04-16,2020-04-16,872,521
5Y622,2020-04-23,2020-04-23,872,577
5Y622,2020-04-30,2020-04-30,872,538
5Y622,2020-05-07,2020-05-07,872,859
5Y622,2020-05-14,2020-05-14,872,143
5Y622,2020-05-21,2020-05-21,872,650
5Y622,2020-05-28,2020-05-28,872,60
5Y622,2020-06-04,2020-06-04,872,291
5Y622,2020-06-11,2020-06-11,872,824
5Y622,2020-06-18,2020-06-18,872,514
5Y622,2020-06-25,2020-06-25,872,352
5Y622,2020-07-02,2020-07-02,872,238
5Y622,2020-07-09,2020-07-09,872,244
5Y622,2020-07-16,2020-07-16,872,491
5Y622,2020-07-23,2020-07-23,872,823
5Y622,2020-07-30,2020-07-30,872,766
5Y622,2020-08-06,2020-08-06,872,554
5Y622,2020-08-13,2020-08-13,872,362
5Y622,2020-08-20,2020-08-20,872,819
5Y622,2020-08-27,2020-08-27,872,545
5Y622,2020-09-03,2020-09-03,872,627
5Y622,2020-09-10,2020-09-10,872,278
5Y622,2020-09-17,2020-09-17,872,578
5Y622,2020-09-24,2020-09-24,872,486
5Y622,2020-10-01,2020-10-01,872,31
5Y622,2020-10-08,2020-10-08,872,683
5Y622,2020-10-15,2020-10-15,872,537
5Y622,2020-10-22,2020-10-22,872,278
5Y622,2020-10-29,2020-10-29,872,236
5Y622,2020-11-05,2020-11-05,872,774
5Y622,2020-11-12,2020-11-12,872,660
5Y622,2020-11-19,2020-11-19,872,11
5H623,2020-01-05,2020-01-05,575,380
5H623,2020-01-12,2020-01-12,575,125
5H623,2020-01-19,2020-01-19,575,104
5H623,2020-01-26,2020-01-26,575,325
5H623,2020-02-02,2020-02-02,575,231
5H623,2020-02-09,2020-02-09,575,279
5H623,2020-02-16,2020-02-16,575,309
5H623,2020-02-23,2020-02-23,575,174
5H623,2020-03-01,2020-03-01,575,556
5H623,2020-03-08,2020-03-08,575,64
5H623,2020-03-15,2020-03-15,575,52
5H623,2020-03-22,2020-03-22,575,360
5H623,2020-03-29,2020-03-29,575,85
5H623,2020-04-05,2020-04-05,575,366
5H623,2020-04-12,2020-04-12,575,571
5H623,2020-04-19,2020-04-19,575,341
5H623,2020-04-26,2020-04-26,575,517
5H623,2020-05-03,2020-05-03,575,551
5H623,2020-05-10,2020-05-10,575,540
5H623,2020-05-17,2020-05-17,575,42
5H623,2020-05-24,2020-05-24,575,154
5H623,2020-05-31,2020-05-31,575,273
5H623,2020-06-07,2020-06-07,575,355
5H623,2020-06-14,2020-06-14,575,134
5H623,2020-06-21,2020-06-21,575,573
5H623,2020-06-28,2020-06-28,575,400
5H623,2020-07-05,2020-07-05,575,263
5H623,2020-07-12,2020-07-12,575,493
5H623,2020-07-19,2020-07-19,575,118
5H623,2020-07-26,2020-07-26,575,465
5H623,2020-08-02,2020-08-02,575,438
5H623,2020-08-09,2020-08-09,575,303
5H623,2020-08-16,2020-08-16,575,147
5H623,2020-08-23,2020-08-23,575,555
5H623,2020-08-30,2020-08-30,575,428
5H623,2020-09-06,2020-09-06,575,54
5H623,2020-09-13,2020-09-13,575,205
5H623,2020-09-20,2020-09-20,575,446
5H623,2020-09-27,2020-09-27,575,142
5H623,2020-10-04,2020-10-04,575,200
5H623,2020-10-11,2020-10-11,575,334
5H623,2020-10-18,2020-10-18,575,476
5H623,2020-10-25,2020-10-25,575,221
5H623,2020-11-01,2020-11-01,575,312
5H623,2020-11-08,2020-11-08,575,223
5H623,2020-11-15,2020-11-15,575,512
5H623,2020-11-22,2020-11-22,575,497
ZS624,2020-01-02,2020-01-02,921,704
ZS624,2020-01-09,2020-01-09,921,160
ZS624,2020-01-16,2020-01-16,921,497
ZS624,2020-01-23,2020-01-23,921,434
ZS624,2020-01-30,2020-01-30,921,463
ZS624,2020-02-06,2020-02-06,921,162
ZS624,2020-02-13,2020-02-13,921,177
ZS624,2020-02-20,2020-02-20,921,209
ZS624,2020-02-27,2020-02-27,921,272
ZS624,2020-03-05,2020-03-05,921,724
ZS624,2020-03-12,2020-03-12,921,272
ZS624,2020-03-19,2020-03-19,921,562
ZS624,2020-03-26,2020-03-26,921,193
ZS624,2020-04-02,2020-04-02,921,348
ZS624,2020-04-09,2020-04-09,921,462
ZS624,2020-04-16,2020-04-16,921,40
ZS624,2020-04-23,2020-04-23,921,666
ZS624,2020-04-30,2020-04-30,921,377
ZS624,2020-05-07,2020-05-07,921,803
ZS624,2020-05-14,2020-05-14,921,246
ZS624,2020-05-21,2020-05-21,921,93
ZS624,2020-05-28,2020-05-28,921,414
ZS624,2020-06-04,2020-06-04,921,11
ZS624,2020-06-11,2020-06-11,921,321
ZS624,2020-06-18,2020-06-18,921,491
ZS624,2020-06-25,2020-06-25,921,711
ZS624,2020-07-02,2020-07-02,921,370
ZS624,2020-07-09,2020-07-09,921,163
ZS624,2020-07-16,2020-07-16,921,351
ZS624,2020-07-23,2020-07-23,921,192
ZS624,2020-07-30,2020-07-30,921,728
ZS624,2020-08-06,2020-08-06,921,883
ZS624,2020-08-13,2020-08-13,921,728
ZS624,2020-08-20,2020-08-20,921,578
ZS624,2020-08-27,2020-08-27,921,612
ZS624,2020-09-03,2020-09-03,921,585
ZS624,2020-09-10,2020-09-10,921,76
ZS624,2020-09-17,2020-09-17,921,472
ZS624,2020-09-24,2020-09-24,921,698
ZS624,2020-10-01,2020-10-01,921,514
ZS624,2020-10-08,2020-10-08,921,170
ZS624,2020-10-15,2020-10-15,921,506
ZS624,2020-10-22,2020-10-22,921,644
ZS624,2020-10-29,2020-10-29,921,387
ZS624,2020-11-05,2020-11-05,921,236
ZS624,2020-11-12,2020-11-12,921,585
ZS624,2020-11-19,2020-11-19,921,830
9E625,2020-01-06,2020-01-06,274,115
9E625,2020-01-13,2020-01-13,274,9
9E625,2020-01-20,2020-01-20,274,81
9E625,2020-01-27,2020-01-27,274,84
9E625,2020-02-03,2020-02-03,274,220
9E625,2020-02-10,2020-02-10,274,168
9E625,2020-02-17,2020-02-17,274,267
9E625,2020-02-24,2020-02-24,274,200
9E625,2020-03-02,2020-03-02,274,47
9E625,2020-03-09,2020-03-09,274,143
9E625,2020-03-16,2020-03-16,274,160
9E625,2020-03-23,2020-03-23,274,39
9E625,2020-03-30,2020-03-30,274,129
9E625,2020-04-06,2020-04-06,274,188
9E625,2020-04-13,2020-04-13,274,49
9E625,2020-04-20,2020-04-20,274,191
9E625,2020-04-27,2020-04-27,274,79
9E625,2020-05-04,2020-05-04,274,205
9E625,2020-05-11,2020-05-11,274,184
9E625,2020-05-18,2020-05-18,274,87
9E625,2020-05-25,2020-05-25,274,229
9E625,2020-06-01,2020-06-01,274,121
9E625,2020-06-08,2020-06-08,274,150
9E625,2020-06-15,2020-06-15,274,29
9E625,2020-06-22,2020-06-22,274,167
9E625,2020-06-29,2020-06-29,274,35
9E625,2020-07-06,2020-07-06,274,106
9E625,2020-07-13,2020-07-13,274,139
9E625,2020-07-20,2020-07-20,274,55
9E625,2020-07-27,2020-07-27,274,214
9E625,2020-08-03,2020-08-03,274,183
9E625,2020-08-10,2020-08-10,274,146
9E625,2020-08-17,2020-08-17,274,268
9E625,2020-08-24,2020-08-24,274,68
9E625,2020-08-31,2020-08-31,274,260
9E625,2020-09-07,2020-09-07,274,268
9E625,2020-09-14,2020-09-14,274,256
9E625,2020-09-21,2020-09-21,274,165
9E625,2020-09-28,2020-09-28,274,152
9E625,2020-10-05,2020-10-05,274,230
9E625,2020-10-12,2020-10-12,274,167
9E625,2020-10-19,2020-10-19,274,30
9E625,2020-10-26,2020-10-26,274,12
9E625,2020-11-02,2020-11-02,274,80
9E625,2020-11-09,2020-11-09,274,61
9E625,2020-11-16,2020-11-16,274,106
9E625,2020-11-23,2020-11-23,274,204
JD626,2020-01-07,2020-01-07,873,12
JD626,2020-01-14,2020-01-14,873,116
JD626,2020-01-21,2020-01-21,873,614
JD626,2020-01-28,2020-01-28,873,723
JD626,2020-02-04,2020-02-04,873,227
JD626,2020-02-11,2020-02-11,873,150
JD626,2020-02-18,2020-02-18,873,216
JD626,2020-02-25,2020-02-25,873,150
JD626,2020-03-03,2020-03-03,873,712
JD626,2020-03-10,2020-03-10,873,96
JD626,2020-03-17,2020-03-17,873,346
JD626,2020-03-24,2020-03-24,873,248
JD626,2020-03-31,2020-03-31,873,38
JD626,2020-04-07,2020-04-07,873,328
JD626,2020-04-14,2020-04-14,873,257
JD626,2020-04-21,2020-04-21,873,49
JD626,2020-04-28,2020-04-28,873,772
JD626,2020-05-05,2020-05-05,873,415
JD626,2020-05-12,2020-05-12,873,649
JD626,2020-05-19,2020-05-19,873,153
JD626,2020-05-26,2020-05-26,873,505
JD626,2020-06-02,2020-06-02,873,351
JD626,2020-06-09,2020-06-09,873,359
JD626,2020-06-16,2020-06-16,873,617
JD626,2020-06-23,2020-06-23,873,512
JD626,2020-06-30,2020-06-30,873,653
JD626,2020-07-07,2020-07-07,873,77
JD626,2020-07-14,2020-07-14,873,216
JD626,2020-07-21,2020-07-21,873,36
JD626,2020-07-28,2020-07-28,873,727
JD626,2020-08-04,2020-08-04,873,148
JD626,2020-08-11,2020-08-11,873,24
JD626,2020-08-18,2020-08-18,873,586
JD626,2020-08-25,2020-08-25,873,333
JD626,2020-09-01,2020-09-01,873,710
JD626,2020-09-08,2020-09-08,873,833
JD626,2020-09-15,2020-09-15,873,620
JD626,2020-09-22,2020-09-22,873,322
JD626,2020-09-29,2020-09-29,873,644
JD626,2020-10-06,2020-10-06,873,699
JD626,2020-10-13,2020-10-13,873,702
JD626,2020-10-20,2020-10-20,873,512
JD626,2020-10-27,2020-10-27,873,717
JD626,2020-11-03,2020-11-03,873,770
JD626,2020-11-10,2020-11-10,873,674
JD626,2020-11-17,2020-11-17,873,788
JD626,2020-11-24,2020-11-24,873,106
XY627,2020-01-01,2020-01-01,357,48
XY627,2020-01-08,2020-01-08,357,178
XY627,2020-01-15,2020-01-15,357,55
XY627,2020-01-22,2020-01-22,357,64
XY627,2020-01-29,2020-01-29,357,326
XY627,2020-02-05,2020-02-05,357,64
XY627,2020-02-12,2020-02-12,357,246
XY627,2020-02-19,2020-02-19,357,287
XY627,2020-02-26,2020-02-26,357,238
XY627,2020-03-04,2020-03-04,357,200
XY627,2020-03-11,2020-03-11,357,175
XY627,2020-03-18,2020-03-18,357,80
XY627,2020-03-25,2020-03-25,357,0
XY627,2020-04-01,2020-04-01,357,263
XY627,2020-04-08,2020-04-08,357,267
XY627,2020-04-15,2020-04-15,357,138
XY627,2020-04-22,2020-04-22,357,145
XY627,2020-04-29,2020-04-29,357,355
XY627,2020-05-06,2020-05-06,357,211
XY627,2020-05-13,2020-05-13,357,233
XY627,2020-05-20,2020-05-20,357,144
XY627,2020-05-27,2020-05-27,357,54
XY627,2020-06-03,2020-06-03,357,331
XY627,2020-06-10,2020-06-10,357,227
XY627,2020-06-17,2020-06-17,357,153
XY627,2020-06-24,2020-06-24,357,19
XY627,2020-07-01,2020-07-01,357,160
XY627,2020-07-08,2020-07-08,357,101
XY627,2020-07-15,2020-07-15,357,232
XY627,2020-07-22,2020-07-22,357,352
XY627,2020-07-29,2020-07-29,357,311
XY627,2020-08-05,2020-08-05,357,257
XY627,2020-08-12,2020-08-12,357,59
XY627,2020-08-19,2020-08-19,357,236
XY627,2020-08-26,2020-08-26,357,229
XY627,2020-09-02,2020-09-02,357,343
XY627,2020-09-09,2020-09-09,357,136
XY627,2020-09-16,2020-09-16,357,280
XY627,2020-09-23,2020-09-23,357,129
XY627,2020-09-30,2020-09-30,357,106
XY627,2020-10-07,2020-10-07,357,96
XY627,2020-10-14,2020-10-14,357,46
XY627,2020-10-21,2020-10-21,357,107
XY627,2020-10-28,2020-10-28,357,80
XY627,2020-11-04,2020-11-04,357,323
XY627,2020-11-11,2020-11-11,357,352
XY627,2020-11-18,2020-11-18,357,7
K6628,2020-01-04,2020-01-04,762,363
K6628,2020-01-11,2020-01-11,762,323
K6628,2020-01-18,2020-01-18,762,17
K6628,2020-01-25,2020-01-25,762,680
K6628,2020-02-01,2020-02-01,762,509
K6628,2020-02-08,2020-02-08,762,464
K6628,2020-02-15,2020-02-15,762,629
K6628,2020-02-22,2020-02-22,762,574
K6628,2020-02-29,2020-02-29,762,617
K6628,2020-03-07,2020-03-07,762,6
K6628,2020-03-14,2020-03-14,762,342
K6628,2020-03-21,2020-03-21,762,483
K6628,2020-03-28,2020-03-28,762,184
K6628,2020-04-04,2020-04-04,762,453
K6628,2020-04-11,2020-04-11,762,352
K6628,2020-04-18,2020-04-18,762,518
K6628,2020-04-25,2020-04-25,762,452
K6628,2020-05-02,2020-05-02,762,623
K6628,2020-05-09,2020-05-09,762,488
K6628,2020-05-16,2020-05-16,762,279
K6628,2020-05-23,2020-05-23,762,160
K6628,2020-05-30,2020-05-30,762,565
K6628,2020-06-06,2020-06-06,762,733
K6628,2020-06-13,2020-06-13,762,257
K6628,2020-06-20,2020-06-20,762,157
K6628,2020-06-27,2020-06-27,762,501
K6628,2020-07-04,2020-07-04,762,517
K6628,2020-07-11,2020-07-11,762,733
K6628,2020-07-18,2020-07-18,762,760
K6628,2020-07-25,2020-07-25,762,108
K6628,2020-08-01,2020-08-01,762,148
K6628,2020-08-08,2020-08-08,762,651
K6628,2020-08-15,2020-08-15,762,379
K6628,2020-08-22,2020-08-22,762,10
K6628,2020-08-29,2020-08-29,762,658
K6628,2020-09-05,2020-09-05,762,628
K6628,2020-09-12,2020-09-12,762,471
K6628,2020-09-19,2020-09-19,762,47
K6628,2020-09-26,2020-09-26,762,209
K6628,2020-10-03,2020-10-03,762,613
K6628,2020-10-10,2020-10-10,762,415
K6628,2020-10-17,2020-10-17,762,366
K6628,2020-10-24,2020-10-24,762,325
K6628,2020-10-31,2020-10-31,762,525
K6628,2020-11-07,2020-11-07,762,573
K6628,2020-11-14,2020-11-14,762,590
K6628,2020-11-21,2020-11-21,762,205
R4629,2020-01-06,2020-01-06,757,505
R4629,2020-01-13,2020-01-13,757,93
R4629,2020-01-20,2020-01-20,757,619
R4629,2020-01-27,2020-01-27,757,23
R4629,2020-02-03,2020-02-03,757,534
R4629,2020-02-10,2020-02-10,757,355
R4629,2020-02-17,2020-02-17,757,558
R4629,2020-02-24,2020-02-24,757,198
R4629,2020-03-02,2020-03-02,757,431
R4629,2020-03-09,2020-03-09,757,107
R4629,2020-03-16,2020-03-16,757,707
R4629,2020-03-23,2020-03-23,757,535
R4629,2020-03-30,2020-03-30,757,469
R4629,2020-04-06,2020-04-06,757,621
R4629,2020-04-13,2020-04-13,757,76
R4629,2020-04-20,2020-04-20,757,678
R4629,2020-04-27,2020-04-27,757,453
R4629,2020-05-04,2020-05-04,757,292
R4629,2020-05-11,2020-05-11,757,486
R4629,2020-05-18,2020-05-18,757,622
R4629,2020-05-25,2020-05-25,757,313
R4629,2020-06-01,2020-06-01,757,595
R4629,2020-06-08,2020-06-08,757,597
R4629,2020-06-15,2020-06-15,757,195
R4629,2020-06-22,2020-06-22,757,161
R4629,2020-06-29,2020-06-29,757,224
R4629,2020-07-06,2020-07-06,757,510
R4629,2020-07-13,2020-07-13,757,319
R4629,2020-07-20,2020-07-20,757,468
R4629,2020-07-27,2020-07-27,757,527
R4629,2020-08-03,2020-08-03,757,641
R4629,2020-08-10,2020-08-10,757,711
R4629,2020-08-17,2020-08-17,757,432
R4629,2020-08-24,2020-08-24,757,80
R4629,2020-08-31,2020-08-31,757,352
R4629,2020-09-07,2020-09-07,757,12
R4629,2020-09-14,2020-09-14,757,235
R4629,2020-09-21,2020-09-21,757,653
R4629,2020-09-28,2020-09-28,757,158
R4629,2020-10-05,2020-10-05,757,414
R4629,2020-10-12,2020-10-12,757,387
R4629,2020-10-19,2020-10-19,757,553
R4629,2020-10-26,2020-10-26,757,642
R4629,2020-11-02,2020-11-02,757,56
R4629,2020-11-09,2020-11-09,757,663
R4629,2020-11-16,2020-11-16,757,348
R4629,2020-11-23,2020-11-23,757,380
VU630,2020-01-01,2020-01-01,509,291
VU630,2020-01-08,2020-01-08,509,154
VU630,2020-01-15,2020-01-15,509,310
VU630,2020-01-22,2020-01-22,509,81
VU630,2020-01-29,2020-01-29,509,257
VU630,2020-02-05,2020-02-05,509,47
VU630,2020-02-12,2020-02-12,509,439
VU630,2020-02-19,2020-02-19,509,439
VU630,2020-02-26,2020-02-26,509,402
VU630,2020-03-04,2020-03-04,509,297
VU630,2020-03-11,2020-03-11,509,507
VU630,2020-03-18,2020-03-18,509,267
VU630,2020-03-25,2020-03-25,509,494
VU630,2020-04-01,2020-04-01,509,21
VU630,2020-04-08,2020-04-08,509,161
VU630,2020-04-15,2020-04-15,509,329
VU630,2020-04-22,2020-04-22,509,248
VU630,2020-04-29,2020-04-29,509,484
VU630,2020-05-06,2020-05-06,509,331
VU630,2020-05-13,2020-05-13,509,243
VU630,2020-05-20,2020-05-20,509,222
VU630,2020-05-27,2020-05-27,509,136
VU630,2020-06-03,2020-06-03,509,174
VU630,2020-06-10,2020-06-10,509,352
VU630,2020-06-17,2020-06-17,509,417
VU630,2020-06-24,2020-06-24,509,270
VU630,2020-07-01,2020-07-01,509,180
VU630,2020-07-08,2020-07-08,509,178
VU630,2020-07-15,2020-07-15,509,457
VU630,2020-07-22,2020-07-22,509,444
VU630,2020-07-29,2020-07-29,509,387
VU630,2020-08-05,2020-08-05,509,413
VU630,2020-08-12,2020-08-12,509,425
VU630,2020-08-19,2020-08-19,509,439
VU630,2020-08-26,2020-08-26,509,454
VU630,2020-09-02,2020-09-02,509,501
VU630,2020-09-09,2020-09-09,509,75
VU630,2020-09-16,2020-09-16,509,352
VU630,2020-09-23,2020-09-23,509,264
VU630,2020-09-30,2020-09-30,509,417
VU630,2020-10-07,2020-10-07,509,453
VU630,2020-10-14,2020-10-14,509,126
VU630,2020-10-21,2020-10-21,509,360
VU630,2020-10-28,2020-10-28,509,189
VU630,2020-11-04,2020-11-04,509,507
VU630,2020-11-11,2020-11-11,509,122
VU630,2020-11-18,2020-11-18,509,468
U8631,2020-01-02,2020-01-02,927,898
U8631,2020-01-09,2020-01-09,927,883
U8631,2020-01-16,2020-01-16,927,450
U8631,2020-01-23,2020-01-23,927,597
U8631,2020-01-30,2020-01-30,927,254
U8631,2020-02-06,2020-02-06,927,33
U8631,2020-02-13,2020-02-13,927,671
U8631,2020-02-20,2020-02-20,927,430
U8631,2020-02-27,2020-02-27,927,14
U8631,2020-03-05,2020-03-05,927,42
U8631,2020-03-12,2020-03-12,927,403
U8631,2020-03-19,2020-03-19,927,734
U8631,2020-03-26,2020-03-26,927,283
U8631,2020-04-02,2020-04-02,927,799
U8631,2020-04-09,2020-04-09,927,64
U8631,2020-04-16,2020-04-16,927,240
U8631,2020-04-23,2020-04-23,927,500
U8631,2020-04-30,2020-04-30,927,685
U8631,2020-05-07,2020-05-07,927,362
U8631,2020-05-14,2020-05-14,927,413
U8631,2020-05-21,2020-05-21,927,585
