seatNo,seatStatus,flightNo,departureDate
1F,Available,U9353,2020-08-23
2A,Sold,U9353,2020-08-23
2B,Available,U9353,2020-08-23
2C,Available,U9353,2020-08-23
2D,Available,U9353,2020-08-23
2E,Available,U9353,2020-08-23
2F,Available,U9353,2020-08-23
3A,Sold,U9353,2020-08-23
3B,Available,U9353,2020-08-23
3C,Sold,U9353,2020-08-23
3D,Sold,U9353,2020-08-23
3E,Available,U9353,2020-08-23
3F,Sold,U9353,2020-08-23
1A,Available,IF970,2020-02-12
1B,Sold,IF970,2020-02-12
1C,Sold,IF970,2020-02-12
1D,Available,IF970,2020-02-12
1E,Available,IF970,2020-02-12
1F,Sold,IF970,2020-02-12
2A,Available,IF970,2020-02-12
2B,Sold,IF970,2020-02-12
2C,Available,IF970,2020-02-12
2D,Available,IF970,2020-02-12
2E,Sold,IF970,2020-02-12
2F,Available,IF970,2020-02-12
3A,Sold,IF970,2020-02-12
3B,Sold,IF970,2020-02-12
3C,Available,IF970,2020-02-12
3D,Sold,IF970,2020-02-12
3E,Sold,IF970,2020-02-12
3F,Available,IF970,2020-02-12
1A,Available,FU910,2020-04-25
1B,Sold,FU910,2020-04-25
1C,Available,FU910,2020-04-25
1D,Available,FU910,2020-04-25
1E,Sold,FU910,2020-04-25
1F,Sold,FU910,2020-04-25
2A,Sold,FU910,2020-04-25
2B,Available,FU910,2020-04-25
2C,Available,FU910,2020-04-25
2D,Available,FU910,2020-04-25
2E,Sold,FU910,2020-04-25
2F,Available,FU910,2020-04-25
3A,Sold,FU910,2020-04-25
3B,Sold,FU910,2020-04-25
3C,Sold,FU910,2020-04-25
3D,Sold,FU910,2020-04-25
3E,Available,FU910,2020-04-25
3F,Sold,FU910,2020-04-25
1A,Available,BE123,2020-02-17
1B,Available,BE123,2020-02-17
1C,Sold,BE123,2020-02-17
1D,Available,BE123,2020-02-17
1E,Available,BE123,2020-02-17
1F,Sold,BE123,2020-02-17
2A,Sold,BE123,2020-02-17
2B,Sold,BE123,2020-02-17
2C,Available,BE123,2020-02-17
2D,Available,BE123,2020-02-17
2E,Available,BE123,2020-02-17
2F,Available,BE123,2020-02-17
3A,Sold,BE123,2020-02-17
3B,Available,BE123,2020-02-17
3C,Available,BE123,2020-02-17
3D,Available,BE123,2020-02-17
3E,Sold,BE123,2020-02-17
3F,Available,BE123,2020-02-17
1A,Available,2B492,2020-07-28
1B,Available,2B492,2020-07-28
1C,Available,2B492,2020-07-28
1D,Sold,2B492,2020-07-28
1E,Sold,2B492,2020-07-28
1F,Sold,2B492,2020-07-28
2A,Sold,2B492,2020-07-28
2B,Available,2B492,2020-07-28
2C,Sold,2B492,2020-07-28
2D,Available,2B492,2020-07-28
2E,Available,2B492,2020-07-28
2F,Available,2B492,2020-07-28
3A,Sold,2B492,2020-07-28
3B,Sold,2B492,2020-07-28
3C,Sold,2B492,2020-07-28
3D,Available,2B492,2020-07-28
3E,Available,2B492,2020-07-28
3F,Sold,2B492,2020-07-28
1A,Available,NR921,2020-02-04
1B,Available,NR921,2020-02-04
1C,Available,NR921,2020-02-04
1D,Available,NR921,2020-02-04
1E,Available,NR921,2020-02-04
1F,Sold,NR921,2020-02-04
2A,Sold,NR921,2020-02-04
2B,Sold,NR921,2020-02-04
2C,Available,NR921,2020-02-04
2D,Sold,NR921,2020-02-04
2E,Sold,NR921,2020-02-04
2F,Sold,NR921,2020-02-04
3A,Sold,NR921,2020-02-04
3B,Sold,NR921,2020-02-04
3C,Available,NR921,2020-02-04
3D,Available,NR921,2020-02-04
3E,Available,NR921,2020-02-04
3F,Sold,NR921,2020-02-04
1A,Sold,VV796,2020-10-12
1B,Available,VV796,2020-10-12
1C,Sold,VV796,2020-10-12
1D,Sold,VV796,2020-10-12
1E,Sold,VV796,2020-10-12
1F,Available,VV796,2020-10-12
2A,Available,VV796,2020-10-12
2B,Available,VV796,2020-10-12
2C,Available,VV796,2020-10-12
2D,Available,VV796,2020-10-12
2E,Available,VV796,2020-10-12
2F,Available,VV796,2020-10-12
3A,Available,VV796,2020-10-12
3B,Available,VV796,2020-10-12
3C,Sold,VV796,2020-10-12
3D,Available,VV796,2020-10-12
3E,Available,VV796,2020-10-12
3F,Sold,VV796,2020-10-12
1A,Available,UU863,2020-04-11
1B,Available,UU863,2020-04-11
1C,Sold,UU863,2020-04-11
1D,Available,UU863,2020-04-11
1E,Available,UU863,2020-04-11
1F,Available,UU863,2020-04-11
2A,Sold,UU863,2020-04-11
2B,Sold,UU863,2020-04-11
2C,Sold,UU863,2020-04-11
2D,Available,UU863,2020-04-11
2E,Sold,UU863,2020-04-11
2F,Sold,UU863,2020-04-11
3A,Available,UU863,2020-04-11
3B,Available,UU863,2020-04-11
3C,Sold,UU863,2020-04-11
3D,Available,UU863,2020-04-11
3E,Sold,UU863,2020-04-11
3F,Sold,UU863,2020-04-11
1A,Available,IB851,2020-02-23
1B,Available,IB851,2020-02-23
1C,Available,IB851,2020-02-23
1D,Available,IB851,2020-02-23
1E,Sold,IB851,2020-02-23
1F,Sold,IB851,2020-02-23
2A,Sold,IB851,2020-02-23
2B,Available,IB851,2020-02-23
2C,Sold,IB851,2020-02-23
2D,Available,IB851,2020-02-23
2E,Sold,IB851,2020-02-23
2F,Sold,IB851,2020-02-23
3A,Available,IB851,2020-02-23
3B,Sold,IB851,2020-02-23
3C,Sold,IB851,2020-02-23
3D,Available,IB851,2020-02-23
3E,Sold,IB851,2020-02-23
3F,Available,IB851,2020-02-23
1A,Sold,CZ134,2020-09-17
1B,Available,CZ134,2020-09-17
1C,Available,CZ134,2020-09-17
1D,Available,CZ134,2020-09-17
1E,Available,CZ134,2020-09-17
1F,Sold,CZ134,2020-09-17
2A,Sold,CZ134,2020-09-17
2B,Available,CZ134,2020-09-17
2C,Available,CZ134,2020-09-17
2D,Available,CZ134,2020-09-17
2E,Sold,CZ134,2020-09-17
2F,Sold,CZ134,2020-09-17
3A,Sold,CZ134,2020-09-17
3B,Available,CZ134,2020-09-17
3C,Sold,CZ134,2020-09-17
3D,Sold,CZ134,2020-09-17
3E,Available,CZ134,2020-09-17
3F,Available,CZ134,2020-09-17
1A,Sold,X3977,2020-09-08
1B,Sold,X3977,2020-09-08
1C,Available,X3977,2020-09-08
1D,Sold,X3977,2020-09-08
1E,Sold,X3977,2020-09-08
1F,Sold,X3977,2020-09-08
2A,Sold,X3977,2020-09-08
2B,Sold,X3977,2020-09-08
2C,Sold,X3977,2020-09-08
2D,Available,X3977,2020-09-08
2E,Available,X3977,2020-09-08
2F,Sold,X3977,2020-09-08
3A,Sold,X3977,2020-09-08
3B,Sold,X3977,2020-09-08
3C,Available,X3977,2020-09-08
3D,Available,X3977,2020-09-08
3E,Sold,X3977,2020-09-08
3F,Available,X3977,2020-09-08
1A,Sold,YL224,2020-02-22
1B,Available,YL224,2020-02-22
1C,Sold,YL224,2020-02-22
1D,Available,YL224,2020-02-22
1E,Available,YL224,2020-02-22
1F,Available,YL224,2020-02-22
2A,Sold,YL224,2020-02-22
2B,Available,YL224,2020-02-22
2C,Available,YL224,2020-02-22
2D,Sold,YL224,2020-02-22
2E,Available,YL224,2020-02-22
2F,Sold,YL224,2020-02-22
3A,Sold,YL224,2020-02-22
3B,Available,YL224,2020-02-22
3C,Available,YL224,2020-02-22
3D,Available,YL224,2020-02-22
3E,Sold,YL224,2020-02-22
3F,Sold,YL224,2020-02-22
1A,Sold,JZ736,2020-10-05
1B,Available,JZ736,2020-10-05
1C,Sold,JZ736,2020-10-05
1D,Available,JZ736,2020-10-05
1E,Sold,JZ736,2020-10-05
1F,Available,JZ736,2020-10-05
2A,Sold,JZ736,2020-10-05
2B,Available,JZ736,2020-10-05
2C,Sold,JZ736,2020-10-05
2D,Available,JZ736,2020-10-05
2E,Sold,JZ736,2020-10-05
2F,Available,JZ736,2020-10-05
3A,Available,JZ736,2020-10-05
3B,Sold,JZ736,2020-10-05
3C,Sold,JZ736,2020-10-05
3D,Sold,JZ736,2020-10-05
3E,Available,JZ736,2020-10-05
3F,Available,JZ736,2020-10-05
1A,Available,D3184,2020-02-25
1B,Sold,D3184,2020-02-25
1C,Sold,D3184,2020-02-25
1D,Available,D3184,2020-02-25
1E,Available,D3184,2020-02-25
1F,Sold,D3184,2020-02-25
2A,Available,D3184,2020-02-25
2B,Sold,D3184,2020-02-25
2C,Available,D3184,2020-02-25
2D,Sold,D3184,2020-02-25
2E,Sold,D3184,2020-02-25
2F,Sold,D3184,2020-02-25
3A,Sold,D3184,2020-02-25
3B,Sold,D3184,2020-02-25
3C,Sold,D3184,2020-02-25
3D,Sold,D3184,2020-02-25
3E,Sold,D3184,2020-02-25
3F,Available,D3184,2020-02-25
1A,Sold,RH163,2020-06-20
1B,Available,RH163,2020-06-20
1C,Sold,RH163,2020-06-20
1D,Sold,RH163,2020-06-20
1E,Available,RH163,2020-06-20
1F,Sold,RH163,2020-06-20
2A,Sold,RH163,2020-06-20
2B,Sold,RH163,2020-06-20
2C,Sold,RH163,2020-06-20
2D,Sold,RH163,2020-06-20
2E,Sold,RH163,2020-06-20
2F,Sold,RH163,2020-06-20
3A,Available,RH163,2020-06-20
3B,Sold,RH163,2020-06-20
3C,Available,RH163,2020-06-20
3D,Available,RH163,2020-06-20
3E,Available,RH163,2020-06-20
3F,Sold,RH163,2020-06-20
1A,Sold,CG647,2020-07-21
1B,Available,CG647,2020-07-21
1C,Available,CG647,2020-07-21
1D,Available,CG647,2020-07-21
1E,Sold,CG647,2020-07-21
1F,Available,CG647,2020-07-21
2A,Sold,CG647,2020-07-21
2B,Sold,CG647,2020-07-21
2C,Sold,CG647,2020-07-21
2D,Sold,CG647,2020-07-21
2E,Available,CG647,2020-07-21
2F,Sold,CG647,2020-07-21
3A,Sold,CG647,2020-07-21
3B,Sold,CG647,2020-07-21
3C,Available,CG647,2020-07-21
3D,Available,CG647,2020-07-21
3E,Sold,CG647,2020-07-21
3F,Available,CG647,2020-07-21
1A,Available,J7488,2020-05-08
1B,Sold,J7488,2020-05-08
1C,Available,J7488,2020-05-08
1D,Available,J7488,2020-05-08
1E,Sold,J7488,2020-05-08
1F,Sold,J7488,2020-05-08
2A,Available,J7488,2020-05-08
2B,Available,J7488,2020-05-08
2C,Sold,J7488,2020-05-08
2D,Sold,J7488,2020-05-08
2E,Available,J7488,2020-05-08
2F,Sold,J7488,2020-05-08
3A,Sold,J7488,2020-05-08
3B,Available,J7488,2020-05-08
3C,Available,J7488,2020-05-08
3D,Available,J7488,2020-05-08
3E,Available,J7488,2020-05-08
3F,Sold,J7488,2020-05-08
1A,Sold,2D535,2020-01-09
1B,Available,2D535,2020-01-09
1C,Available,2D535,2020-01-09
1D,Sold,2D535,2020-01-09
1E,Sold,2D535,2020-01-09
1F,Sold,2D535,2020-01-09
2A,Sold,2D535,2020-01-09
2B,Available,2D535,2020-01-09
2C,Available,2D535,2020-01-09
2D,Available,2D535,2020-01-09
2E,Sold,2D535,2020-01-09
2F,Sold,2D535,2020-01-09
3A,Sold,2D535,2020-01-09
3B,Available,2D535,2020-01-09
3C,Sold,2D535,2020-01-09
3D,Sold,2D535,2020-01-09
3E,Available,2D535,2020-01-09
3F,Sold,2D535,2020-01-09
1A,Available,RQ654,2020-04-29
1B,Available,RQ654,2020-04-29
1C,Available,RQ654,2020-04-29
1D,Sold,RQ654,2020-04-29
1E,Available,RQ654,2020-04-29
1F,Available,RQ654,2020-04-29
2A,Sold,RQ654,2020-04-29
2B,Sold,RQ654,2020-04-29
2C,Sold,RQ654,2020-04-29
2D,Available,RQ654,2020-04-29
2E,Sold,RQ654,2020-04-29
2F,Sold,RQ654,2020-04-29
3A,Available,RQ654,2020-04-29
3B,Available,RQ654,2020-04-29
3C,Sold,RQ654,2020-04-29
3D,Sold,RQ654,2020-04-29
3E,Sold,RQ654,2020-04-29
3F,Available,RQ654,2020-04-29
1A,Available,6C181,2020-09-12
1B,Sold,6C181,2020-09-12
1C,Sold,6C181,2020-09-12
1D,Sold,6C181,2020-09-12
1E,Sold,6C181,2020-09-12
1F,Sold,6C181,2020-09-12
2A,Available,6C181,2020-09-12
2B,Sold,6C181,2020-09-12
2C,Sold,6C181,2020-09-12
2D,Sold,6C181,2020-09-12
2E,Available,6C181,2020-09-12
2F,Available,6C181,2020-09-12
3A,Sold,6C181,2020-09-12
3B,Sold,6C181,2020-09-12
3C,Sold,6C181,2020-09-12
3D,Sold,6C181,2020-09-12
3E,Sold,6C181,2020-09-12
3F,Available,6C181,2020-09-12
1A,Available,3L154,2020-10-04
1B,Sold,3L154,2020-10-04
1C,Available,3L154,2020-10-04
1D,Sold,3L154,2020-10-04
1E,Available,3L154,2020-10-04
1F,Sold,3L154,2020-10-04
2A,Available,3L154,2020-10-04
2B,Available,3L154,2020-10-04
2C,Available,3L154,2020-10-04
2D,Sold,3L154,2020-10-04
2E,Available,3L154,2020-10-04
2F,Available,3L154,2020-10-04
3A,Sold,3L154,2020-10-04
3B,Sold,3L154,2020-10-04
3C,Available,3L154,2020-10-04
3D,Available,3L154,2020-10-04
3E,Available,3L154,2020-10-04
3F,Sold,3L154,2020-10-04
1A,Sold,AF152,2020-09-18
1B,Sold,AF152,2020-09-18
1C,Sold,AF152,2020-09-18
1D,Available,AF152,2020-09-18
1E,Sold,AF152,2020-09-18
1F,Sold,AF152,2020-09-18
2A,Available,AF152,2020-09-18
2B,Sold,AF152,2020-09-18
2C,Sold,AF152,2020-09-18
2D,Available,AF152,2020-09-18
2E,Available,AF152,2020-09-18
2F,Sold,AF152,2020-09-18
3A,Sold,AF152,2020-09-18
3B,Available,AF152,2020-09-18
3C,Available,AF152,2020-09-18
3D,Available,AF152,2020-09-18
3E,Available,AF152,2020-09-18
3F,Sold,AF152,2020-09-18
1A,Sold,2N727,2020-01-02
1B,Available,2N727,2020-01-02
1C,Available,2N727,2020-01-02
1D,Sold,2N727,2020-01-02
1E,Sold,2N727,2020-01-02
1F,Sold,2N727,2020-01-02
2A,Sold,2N727,2020-01-02
2B,Sold,2N727,2020-01-02
2C,Available,2N727,2020-01-02
2D,Sold,2N727,2020-01-02
2E,Available,2N727,2020-01-02
2F,Available,2N727,2020-01-02
3A,Available,2N727,2020-01-02
3B,Available,2N727,2020-01-02
3C,Available,2N727,2020-01-02
3D,Available,2N727,2020-01-02
3E,Available,2N727,2020-01-02
3F,Available,2N727,2020-01-02
1A,Sold,UI857,2020-02-11
1B,Available,UI857,2020-02-11
1C,Sold,UI857,2020-02-11
1D,Available,UI857,2020-02-11
1E,Sold,UI857,2020-02-11
1F,Available,UI857,2020-02-11
2A,Available,UI857,2020-02-11
2B,Sold,UI857,2020-02-11
2C,Sold,UI857,2020-02-11
2D,Sold,UI857,2020-02-11
2E,Available,UI857,2020-02-11
2F,Sold,UI857,2020-02-11
3A,Available,UI857,2020-02-11
3B,Available,UI857,2020-02-11
3C,Sold,UI857,2020-02-11
3D,Available,UI857,2020-02-11
3E,Sold,UI857,2020-02-11
3F,Sold,UI857,2020-02-11
1A,Sold,P9478,2020-11-22
1B,Available,P9478,2020-11-22
1C,Available,P9478,2020-11-22
1D,Available,P9478,2020-11-22
1E,Available,P9478,2020-11-22
1F,Available,P9478,2020-11-22
2A,Sold,P9478,2020-11-22
2B,Available,P9478,2020-11-22
2C,Available,P9478,2020-11-22
2D,Available,P9478,2020-11-22
2E,Sold,P9478,2020-11-22
2F,Sold,P9478,2020-11-22
3A,Sold,P9478,2020-11-22
3B,Available,P9478,2020-11-22
3C,Available,P9478,2020-11-22
3D,Sold,P9478,2020-11-22
3E,Sold,P9478,2020-11-22
3F,Available,P9478,2020-11-22
1A,Sold,XE904,2020-10-21
1B,Available,XE904,2020-10-21
1C,Sold,XE904,2020-10-21
1D,Sold,XE904,2020-10-21
1E,Sold,XE904,2020-10-21
1F,Available,XE904,2020-10-21
2A,Available,XE904,2020-10-21
2B,Sold,XE904,2020-10-21
2C,Sold,XE904,2020-10-21
2D,Available,XE904,2020-10-21
2E,Available,XE904,2020-10-21
2F,Sold,XE904,2020-10-21
3A,Available,XE904,2020-10-21
3B,Available,XE904,2020-10-21
3C,Sold,XE904,2020-10-21
3D,Sold,XE904,2020-10-21
3E,Sold,XE904,2020-10-21
3F,Available,XE904,2020-10-21
1A,Available,LM241,2020-02-28
1B,Available,LM241,2020-02-28
1C,Available,LM241,2020-02-28
1D,Sold,LM241,2020-02-28
1E,Sold,LM241,2020-02-28
1F,Sold,LM241,2020-02-28
2A,Sold,LM241,2020-02-28
2B,Sold,LM241,2020-02-28
2C,Available,LM241,2020-02-28
2D,Available,LM241,2020-02-28
2E,Available,LM241,2020-02-28
2F,Sold,LM241,2020-02-28
3A,Available,LM241,2020-02-28
3B,Available,LM241,2020-02-28
3C,Sold,LM241,2020-02-28
3D,Sold,LM241,2020-02-28
3E,Sold,LM241,2020-02-28
3F,Available,LM241,2020-02-28
1A,Available,5W280,2020-05-13
1B,Available,5W280,2020-05-13
1C,Sold,5W280,2020-05-13
1D,Available,5W280,2020-05-13
1E,Available,5W280,2020-05-13
1F,Sold,5W280,2020-05-13
2A,Available,5W280,2020-05-13
2B,Sold,5W280,2020-05-13
2C,Sold,5W280,2020-05-13
2D,Available,5W280,2020-05-13
2E,Available,5W280,2020-05-13
2F,Sold,5W280,2020-05-13
3A,Available,5W280,2020-05-13
3B,Available,5W280,2020-05-13
3C,Available,5W280,2020-05-13
3D,Available,5W280,2020-05-13
3E,Sold,5W280,2020-05-13
3F,Sold,5W280,2020-05-13
1A,Sold,Z4499,2020-01-22
1B,Sold,Z4499,2020-01-22
1C,Available,Z4499,2020-01-22
1D,Available,Z4499,2020-01-22
1E,Sold,Z4499,2020-01-22
1F,Available,Z4499,2020-01-22
2A,Available,Z4499,2020-01-22
2B,Sold,Z4499,2020-01-22
2C,Sold,Z4499,2020-01-22
2D,Sold,Z4499,2020-01-22
2E,Sold,Z4499,2020-01-22
2F,Available,Z4499,2020-01-22
3A,Available,Z4499,2020-01-22
3B,Sold,Z4499,2020-01-22
3C,Available,Z4499,2020-01-22
3D,Sold,Z4499,2020-01-22
3E,Available,Z4499,2020-01-22
3F,Sold,Z4499,2020-01-22
1A,Sold,FI715,2020-03-20
1B,Sold,FI715,2020-03-20
1C,Sold,FI715,2020-03-20
1D,Sold,FI715,2020-03-20
1E,Sold,FI715,2020-03-20
1F,Available,FI715,2020-03-20
2A,Sold,FI715,2020-03-20
2B,Available,FI715,2020-03-20
2C,Sold,FI715,2020-03-20
2D,Available,FI715,2020-03-20
2E,Sold,FI715,2020-03-20
2F,Available,FI715,2020-03-20
3A,Sold,FI715,2020-03-20
3B,Sold,FI715,2020-03-20
3C,Sold,FI715,2020-03-20
3D,Available,FI715,2020-03-20
3E,Sold,FI715,2020-03-20
3F,Available,FI715,2020-03-20
1A,Sold,CN239,2020-10-06
1B,Sold,CN239,2020-10-06
1C,Available,CN239,2020-10-06
1D,Sold,CN239,2020-10-06
1E,Sold,CN239,2020-10-06
1F,Available,CN239,2020-10-06
2A,Available,CN239,2020-10-06
2B,Sold,CN239,2020-10-06
2C,Available,CN239,2020-10-06
2D,Available,CN239,2020-10-06
2E,Sold,CN239,2020-10-06
2F,Available,CN239,2020-10-06
3A,Available,CN239,2020-10-06
3B,Sold,CN239,2020-10-06
3C,Sold,CN239,2020-10-06
3D,Available,CN239,2020-10-06
3E,Available,CN239,2020-10-06
3F,Sold,CN239,2020-10-06
1A,Available,RD459,2020-10-05
1B,Sold,RD459,2020-10-05
1C,Sold,RD459,2020-10-05
1D,Sold,RD459,2020-10-05
1E,Sold,RD459,2020-10-05
1F,Sold,RD459,2020-10-05
2A,Sold,RD459,2020-10-05
2B,Available,RD459,2020-10-05
2C,Available,RD459,2020-10-05
2D,Sold,RD459,2020-10-05
2E,Available,RD459,2020-10-05
2F,Sold,RD459,2020-10-05
3A,Sold,RD459,2020-10-05
3B,Sold,RD459,2020-10-05
3C,Available,RD459,2020-10-05
3D,Sold,RD459,2020-10-05
3E,Sold,RD459,2020-10-05
3F,Available,RD459,2020-10-05
1A,Sold,S4112,2020-10-29
1B,Available,S4112,2020-10-29
1C,Available,S4112,2020-10-29
1D,Sold,S4112,2020-10-29
1E,Sold,S4112,2020-10-29
1F,Available,S4112,2020-10-29
2A,Sold,S4112,2020-10-29
2B,Sold,S4112,2020-10-29
2C,Sold,S4112,2020-10-29
2D,Sold,S4112,2020-10-29
2E,Available,S4112,2020-10-29
2F,Sold,S4112,2020-10-29
3A,Available,S4112,2020-10-29
3B,Sold,S4112,2020-10-29
3C,Available,S4112,2020-10-29
3D,Available,S4112,2020-10-29
3E,Sold,S4112,2020-10-29
3F,Available,S4112,2020-10-29
1A,Sold,UU863,2020-06-06
1B,Available,UU863,2020-06-06
1C,Sold,UU863,2020-06-06
1D,Sold,UU863,2020-06-06
1E,Sold,UU863,2020-06-06
1F,Available,UU863,2020-06-06
2A,Sold,UU863,2020-06-06
2B,Available,UU863,2020-06-06
2C,Available,UU863,2020-06-06
2D,Sold,UU863,2020-06-06
2E,Available,UU863,2020-06-06
2F,Available,UU863,2020-06-06
3A,Sold,UU863,2020-06-06
3B,Sold,UU863,2020-06-06
3C,Available,UU863,2020-06-06
3D,Sold,UU863,2020-06-06
3E,Sold,UU863,2020-06-06
3F,Available,UU863,2020-06-06
1A,Sold,EA935,2020-08-07
1B,Available,EA935,2020-08-07
1C,Available,EA935,2020-08-07
1D,Sold,EA935,2020-08-07
1E,Sold,EA935,2020-08-07
1F,Available,EA935,2020-08-07
2A,Sold,EA935,2020-08-07
2B,Available,EA935,2020-08-07
2C,Available,EA935,2020-08-07
2D,Sold,EA935,2020-08-07
2E,Available,EA935,2020-08-07
2F,Available,EA935,2020-08-07
3A,Sold,EA935,2020-08-07
3B,Available,EA935,2020-08-07
3C,Sold,EA935,2020-08-07
3D,Available,EA935,2020-08-07
3E,Sold,EA935,2020-08-07
3F,Sold,EA935,2020-08-07
1A,Sold,HG424,2020-07-26
1B,Available,HG424,2020-07-26
1C,Available,HG424,2020-07-26
1D,Available,HG424,2020-07-26
1E,Sold,HG424,2020-07-26
1F,Sold,HG424,2020-07-26
2A,Sold,HG424,2020-07-26
2B,Sold,HG424,2020-07-26
2C,Sold,HG424,2020-07-26
2D,Available,HG424,2020-07-26
2E,Sold,HG424,2020-07-26
2F,Sold,HG424,2020-07-26
3A,Sold,HG424,2020-07-26
3B,Available,HG424,2020-07-26
3C,Available,HG424,2020-07-26
3D,Sold,HG424,2020-07-26
3E,Available,HG424,2020-07-26
3F,Available,HG424,2020-07-26
1A,Sold,SX468,2020-04-29
1B,Available,SX468,2020-04-29
1C,Available,SX468,2020-04-29
1D,Available,SX468,2020-04-29
1E,Available,SX468,2020-04-29
1F,Available,SX468,2020-04-29
2A,Sold,SX468,2020-04-29
2B,Available,SX468,2020-04-29
2C,Sold,SX468,2020-04-29
2D,Available,SX468,2020-04-29
2E,Available,SX468,2020-04-29
2F,Sold,SX468,2020-04-29
3A,Sold,SX468,2020-04-29
3B,Available,SX468,2020-04-29
3C,Available,SX468,2020-04-29
3D,Sold,SX468,2020-04-29
3E,Available,SX468,2020-04-29
3F,Available,SX468,2020-04-29
1A,Available,E4704,2020-10-05
1B,Available,E4704,2020-10-05
1C,Sold,E4704,2020-10-05
1D,Available,E4704,2020-10-05
1E,Available,E4704,2020-10-05
1F,Sold,E4704,2020-10-05
2A,Available,E4704,2020-10-05
2B,Available,E4704,2020-10-05
2C,Available,E4704,2020-10-05
2D,Sold,E4704,2020-10-05
2E,Sold,E4704,2020-10-05
2F,Sold,E4704,2020-10-05
3A,Available,E4704,2020-10-05
3B,Available,E4704,2020-10-05
3C,Available,E4704,2020-10-05
3D,Sold,E4704,2020-10-05
3E,Available,E4704,2020-10-05
3F,Sold,E4704,2020-10-05
1A,Available,YH565,2020-10-01
1B,Sold,YH565,2020-10-01
1C,Sold,YH565,2020-10-01
1D,Sold,YH565,2020-10-01
1E,Sold,YH565,2020-10-01
1F,Available,YH565,2020-10-01
2A,Sold,YH565,2020-10-01
2B,Sold,YH565,2020-10-01
2C,Available,YH565,2020-10-01
2D,Available,YH565,2020-10-01
2E,Sold,YH565,2020-10-01
2F,Available,YH565,2020-10-01
3A,Sold,YH565,2020-10-01
3B,Available,YH565,2020-10-01
3C,Sold,YH565,2020-10-01
3D,Sold,YH565,2020-10-01
3E,Available,YH565,2020-10-01
3F,Available,YH565,2020-10-01
1A,Sold,3O346,2020-06-16
1B,Sold,3O346,2020-06-16
1C,Available,3O346,2020-06-16
1D,Available,3O346,2020-06-16
1E,Sold,3O346,2020-06-16
1F,Sold,3O346,2020-06-16
2A,Available,3O346,2020-06-16
2B,Sold,3O346,2020-06-16
2C,Available,3O346,2020-06-16
2D,Available,3O346,2020-06-16
2E,Sold,3O346,2020-06-16
2F,Sold,3O346,2020-06-16
3A,Available,3O346,2020-06-16
3B,Sold,3O346,2020-06-16
3C,Available,3O346,2020-06-16
3D,Available,3O346,2020-06-16
3E,Sold,3O346,2020-06-16
3F,Sold,3O346,2020-06-16
1A,Available,SW728,2020-05-30
1B,Sold,SW728,2020-05-30
1C,Sold,SW728,2020-05-30
1D,Sold,SW728,2020-05-30
1E,Available,SW728,2020-05-30
1F,Sold,SW728,2020-05-30
2A,Available,SW728,2020-05-30
2B,Available,SW728,2020-05-30
2C,Available,SW728,2020-05-30
2D,Sold,SW728,2020-05-30
2E,Sold,SW728,2020-05-30
2F,Sold,SW728,2020-05-30
3A,Sold,SW728,2020-05-30
3B,Sold,SW728,2020-05-30
3C,Available,SW728,2020-05-30
3D,Sold,SW728,2020-05-30
3E,Available,SW728,2020-05-30
3F,Available,SW728,2020-05-30
1A,Available,3U688,2020-01-23
1B,Available,3U688,2020-01-23
1C,Available,3U688,2020-01-23
1D,Sold,3U688,2020-01-23
1E,Sold,3U688,2020-01-23
1F,Available,3U688,2020-01-23
2A,Sold,3U688,2020-01-23
2B,Sold,3U688,2020-01-23
2C,Sold,3U688,2020-01-23
2D,Available,3U688,2020-01-23
2E,Available,3U688,2020-01-23
2F,Available,3U688,2020-01-23
3A,Available,3U688,2020-01-23
3B,Available,3U688,2020-01-23
3C,Available,3U688,2020-01-23
3D,Available,3U688,2020-01-23
3E,Available,3U688,2020-01-23
3F,Sold,3U688,2020-01-23
1A,Sold,YS840,2020-03-01
1B,Sold,YS840,2020-03-01
1C,Sold,YS840,2020-03-01
1D,Available,YS840,2020-03-01
1E,Available,YS840,2020-03-01
1F,Sold,YS840,2020-03-01
2A,Available,YS840,2020-03-01
2B,Available,YS840,2020-03-01
2C,Sold,YS840,2020-03-01
2D,Sold,YS840,2020-03-01
2E,Available,YS840,2020-03-01
2F,Available,YS840,2020-03-01
3A,Available,YS840,2020-03-01
3B,Sold,YS840,2020-03-01
3C,Sold,YS840,2020-03-01
3D,Sold,YS840,2020-03-01
3E,Sold,YS840,2020-03-01
3F,Sold,YS840,2020-03-01
1A,Available,8D111,2020-01-14
1B,Sold,8D111,2020-01-14
1C,Sold,8D111,2020-01-14
1D,Available,8D111,2020-01-14
1E,Sold,8D111,2020-01-14
1F,Available,8D111,2020-01-14
2A,Available,8D111,2020-01-14
2B,Sold,8D111,2020-01-14
2C,Available,8D111,2020-01-14
2D,Sold,8D111,2020-01-14
2E,Available,8D111,2020-01-14
2F,Sold,8D111,2020-01-14
3A,Sold,8D111,2020-01-14
3B,Available,8D111,2020-01-14
3C,Sold,8D111,2020-01-14
3D,Sold,8D111,2020-01-14
3E,Sold,8D111,2020-01-14
3F,Available,8D111,2020-01-14
1A,Available,6E550,2020-04-28
1B,Sold,6E550,2020-04-28
1C,Available,6E550,2020-04-28
1D,Sold,6E550,2020-04-28
1E,Available,6E550,2020-04-28
1F,Sold,6E550,2020-04-28
2A,Available,6E550,2020-04-28
