seatNo,seatStatus,flightNo,departureDate
1B,Sold,B7269,2020-06-19
1A,Available,2T414,2020-09-23
1B,Available,2T414,2020-09-23
1A,Sold,6E335,2020-05-20
1B,Sold,6E335,2020-05-20
1A,Sold,DE774,2020-01-21
1B,Available,DE774,2020-01-21
1A,Available,7J473,2020-03-10
1B,Available,7J473,2020-03-10
1A,Available,6G137,2020-11-21
1B,Available,6G137,2020-11-21
1A,Sold,9R885,2020-09-09
1B,Sold,9R885,2020-09-09
1A,Sold,P9577,2020-03-31
1B,Available,P9577,2020-03-31
1A,Available,FO366,2020-04-30
1B,Sold,FO366,2020-04-30
1A,Available,BT264,2020-06-02
1B,Available,BT264,2020-06-02
1A,Sold,5T531,2020-02-16
1B,Sold,5T531,2020-02-16
1A,Sold,BV360,2020-05-29
1B,Sold,BV360,2020-05-29
1A,Sold,V8803,2020-02-06
1B,Available,V8803,2020-02-06
1A,Available,PE920,2020-05-26
1B,Available,PE920,2020-05-26
1A,Available,UK856,2020-11-07
1B,Sold,UK856,2020-11-07
1A,Sold,HU584,2020-09-11
1B,Sold,HU584,2020-09-11
1A,Available,WD175,2020-05-26
1B,Available,WD175,2020-05-26
1A,Sold,WR520,2020-01-16
1B,Sold,WR520,2020-01-16
1A,Available,Y7510,2020-04-24
1B,Sold,Y7510,2020-04-24
1A,Available,CV635,2020-10-25
1B,Available,CV635,2020-10-25
1A,Available,QS235,2020-10-17
1B,Sold,QS235,2020-10-17
1A,Sold,5Q881,2020-06-23
1B,Sold,5Q881,2020-06-23
1A,Sold,AB810,2020-01-08
1B,Available,AB810,2020-01-08
1A,Available,K6628,2020-10-24
1B,Available,K6628,2020-10-24
1A,Sold,7B995,2020-09-12
1B,Sold,7B995,2020-09-12
1A,Available,EK582,2020-11-19
1B,Available,EK582,2020-11-19
1A,Sold,RQ555,2020-03-22
1B,Available,RQ555,2020-03-22
1A,Sold,4R563,2020-06-22
1B,Sold,4R563,2020-06-22
1A,Available,GK446,2020-08-21
1B,Available,GK446,2020-08-21
1A,Available,JQ250,2020-08-13
1B,Available,JQ250,2020-08-13
1A,Sold,V2712,2020-01-08
1B,Sold,V2712,2020-01-08
1A,Available,VK271,2020-01-14
1B,Available,VK271,2020-01-14
1A,Sold,WF871,2020-03-31
1B,Available,WF871,2020-03-31
1A,Sold,5Y486,2020-10-11
1B,Available,5Y486,2020-10-11
1A,Sold,OA959,2020-02-10
1B,Available,OA959,2020-02-10
1A,Available,DG485,2020-06-18
1B,Available,DG485,2020-06-18
1A,Sold,FN809,2020-11-15
1B,Sold,FN809,2020-11-15
1A,Sold,NB222,2020-03-02
1B,Available,NB222,2020-03-02
1A,Sold,ZI237,2020-09-01
1B,Sold,ZI237,2020-09-01
1A,Sold,E5806,2020-10-11
1B,Sold,E5806,2020-10-11
1A,Sold,LN927,2020-06-24
1B,Sold,LN927,2020-06-24
1A,Available,4X471,2020-06-18
1B,Sold,4X471,2020-06-18
1A,Available,JO2,2020-06-09
1B,Available,JO2,2020-06-09
1A,Available,PK689,2020-01-31
1B,Sold,PK689,2020-01-31
1A,Available,XK455,2020-11-18
1B,Sold,XK455,2020-11-18
1A,Available,HG407,2020-11-21
1B,Available,HG407,2020-11-21
1A,Sold,IW529,2020-05-21
1B,Available,IW529,2020-05-21
1A,Available,3W491,2020-07-18
1B,Available,3W491,2020-07-18
1A,Available,XE795,2020-11-18
1B,Sold,XE795,2020-11-18
1A,Available,FI715,2020-11-20
1B,Sold,FI715,2020-11-20
1A,Sold,I6686,2020-09-20
1B,Available,I6686,2020-09-20
1A,Available,IQ324,2020-07-30
1B,Available,IQ324,2020-07-30
1A,Available,5T751,2020-01-18
1B,Available,5T751,2020-01-18
1A,Sold,ER534,2020-05-19
1B,Available,ER534,2020-05-19
1A,Available,W4612,2020-04-23
1B,Available,W4612,2020-04-23
1A,Sold,IN445,2020-11-14
1B,Available,IN445,2020-11-14
1A,Available,DF381,2020-04-09
1B,Available,DF381,2020-04-09
1A,Available,YL39,2020-06-03
1B,Sold,YL39,2020-06-03
1A,Sold,5E385,2020-06-17
1B,Sold,5E385,2020-06-17
1A,Available,ER534,2020-03-03
1B,Sold,ER534,2020-03-03
1A,Available,5W280,2020-06-03
1B,Available,5W280,2020-06-03
1A,Sold,YL39,2020-09-30
1B,Available,YL39,2020-09-30
1A,Available,GP363,2020-08-26
1B,Sold,GP363,2020-08-26
1A,Available,PX556,2020-02-27
1B,Sold,PX556,2020-02-27
1A,Available,P8247,2020-04-26
1B,Available,P8247,2020-04-26
1A,Available,OZ28,2020-09-13
1B,Sold,OZ28,2020-09-13
1A,Sold,ZT498,2020-03-04
1B,Available,ZT498,2020-03-04
1A,Available,PC453,2020-08-21
1B,Available,PC453,2020-08-21
1A,Available,GX275,2020-07-20
1B,Available,GX275,2020-07-20
1A,Available,ZE706,2020-11-04
1B,Sold,ZE706,2020-11-04
1A,Sold,5H623,2020-01-12
1B,Available,5H623,2020-01-12
1A,Available,T4397,2020-06-13
1B,Available,T4397,2020-06-13
1A,Sold,C9794,2020-01-24
1B,Available,C9794,2020-01-24
1A,Available,NX933,2020-07-03
1B,Sold,NX933,2020-07-03
1A,Available,GT168,2020-07-13
1B,Available,GT168,2020-07-13
1A,Sold,BT282,2020-08-04
1B,Available,BT282,2020-08-04
1A,Available,6G137,2020-07-04
1B,Sold,6G137,2020-07-04
1A,Available,FB595,2020-06-30
1B,Sold,FB595,2020-06-30
1A,Sold,LU587,2020-04-01
1B,Available,LU587,2020-04-01
1A,Available,Y8838,2020-11-09
1B,Available,Y8838,2020-11-09
1A,Available,2X589,2020-01-16
1B,Sold,2X589,2020-01-16
1A,Sold,MD212,2020-04-11
1B,Sold,MD212,2020-04-11
1A,Available,TP13,2020-01-14
1B,Available,TP13,2020-01-14
1A,Available,M3767,2020-09-24
1B,Available,M3767,2020-09-24
1A,Sold,UB179,2020-01-12
1B,Available,UB179,2020-01-12
1A,Sold,ZI237,2020-04-07
1B,Sold,ZI237,2020-04-07
1A,Available,H3873,2020-02-05
1B,Available,H3873,2020-02-05
1A,Sold,MS50,2020-07-24
1B,Available,MS50,2020-07-24
1A,Available,J7645,2020-10-13
1B,Sold,J7645,2020-10-13
1A,Available,HU85,2020-01-09
1B,Available,HU85,2020-01-09
1A,Available,S2929,2020-07-28
1B,Sold,S2929,2020-07-28
1A,Available,9S309,2020-03-21
1B,Sold,9S309,2020-03-21
1A,Sold,NN759,2020-07-23
1B,Sold,NN759,2020-07-23
1A,Sold,ZE925,2020-07-29
1B,Available,ZE925,2020-07-29
1A,Sold,VX650,2020-09-09
1B,Available,VX650,2020-09-09
1A,Sold,BG173,2020-01-29
1B,Sold,BG173,2020-01-29
1A,Sold,C2554,2020-04-06
1B,Available,C2554,2020-04-06
1A,Sold,D8674,2020-09-27
1B,Sold,D8674,2020-09-27
1A,Available,ZX703,2020-04-04
1B,Available,ZX703,2020-04-04
1A,Available,WX361,2020-05-18
1B,Sold,WX361,2020-05-18
1A,Available,2J441,2020-09-24
1B,Sold,2J441,2020-09-24
1A,Sold,TJ660,2020-09-13
1B,Available,TJ660,2020-09-13
1A,Sold,ON754,2020-09-22
1B,Sold,ON754,2020-09-22
1A,Available,2U779,2020-02-08
1B,Available,2U779,2020-02-08
1A,Available,ZP909,2020-06-28
1B,Sold,ZP909,2020-06-28
1A,Available,NP579,2020-07-03
1B,Available,NP579,2020-07-03
1A,Available,1X389,2020-10-16
1B,Sold,1X389,2020-10-16
1A,Sold,Z3214,2020-07-20
1B,Available,Z3214,2020-07-20
1A,Sold,3U688,2020-11-05
1B,Available,3U688,2020-11-05
1A,Available,GG642,2020-03-04
1B,Sold,GG642,2020-03-04
1A,Sold,E5202,2020-03-21
1B,Available,E5202,2020-03-21
1A,Available,JE633,2020-08-02
1B,Sold,JE633,2020-08-02
1A,Available,MP690,2020-04-01
1B,Sold,MP690,2020-04-01
1A,Available,4R563,2020-03-23
1B,Sold,4R563,2020-03-23
1A,Available,MF930,2020-06-21
1B,Available,MF930,2020-06-21
1A,Available,2X714,2020-10-02
1B,Sold,2X714,2020-10-02
1A,Available,UH749,2020-01-13
1B,Available,UH749,2020-01-13
1A,Sold,HO352,2020-07-23
1B,Sold,HO352,2020-07-23
1A,Sold,5W280,2020-09-02
1B,Available,5W280,2020-09-02
1A,Available,CZ527,2020-02-28
1B,Sold,CZ527,2020-02-28
1A,Available,8B560,2020-03-22
1B,Sold,8B560,2020-03-22
1A,Available,ZI998,2020-10-29
1B,Available,ZI998,2020-10-29
1A,Sold,DO761,2020-02-12
1B,Available,DO761,2020-02-12
1A,Sold,9I607,2020-06-06
1B,Sold,9I607,2020-06-06
1A,Available,UH153,2020-01-22
1B,Available,UH153,2020-01-22
1A,Sold,R2877,2020-02-28
1B,Available,R2877,2020-02-28
1A,Available,VX650,2020-10-07
1B,Available,VX650,2020-10-07
1A,Sold,8L968,2020-07-24
1B,Sold,8L968,2020-07-24
1A,Sold,BH207,2020-11-16
1B,Available,BH207,2020-11-16
1A,Sold,A2839,2020-07-06
1B,Sold,A2839,2020-07-06
1A,Available,GW65,2020-05-09
1B,Available,GW65,2020-05-09
1A,Sold,B0573,2020-11-19
1B,Available,B0573,2020-11-19
1A,Sold,WW386,2020-02-02
1B,Sold,WW386,2020-02-02
1A,Available,FO366,2020-09-24
1B,Available,FO366,2020-09-24
1A,Available,QY996,2020-04-06
1B,Sold,QY996,2020-04-06
1A,Available,XP858,2020-06-14
1B,Sold,XP858,2020-06-14
1A,Available,JU899,2020-11-03
1B,Available,JU899,2020-11-03
1A,Sold,NL146,2020-10-13
1B,Available,NL146,2020-10-13
1A,Available,A7986,2020-06-13
1B,Available,A7986,2020-06-13
1A,Available,EC162,2020-09-01
1B,Available,EC162,2020-09-01
1A,Sold,6D334,2020-03-25
1B,Available,6D334,2020-03-25
1A,Sold,QP266,2020-03-31
1B,Sold,QP266,2020-03-31
1A,Available,VU218,2020-09-20
1B,Sold,VU218,2020-09-20
1A,Available,YH565,2020-03-05
1B,Available,YH565,2020-03-05
1A,Available,TJ616,2020-06-04
1B,Sold,TJ616,2020-06-04
1A,Sold,LQ955,2020-09-30
1B,Sold,LQ955,2020-09-30
1A,Sold,AO320,2020-06-23
1B,Available,AO320,2020-06-23
1A,Sold,3Q91,2020-10-31
1B,Sold,3Q91,2020-10-31
1A,Sold,UZ855,2020-05-14
1B,Available,UZ855,2020-05-14
1A,Sold,6W605,2020-01-22
1B,Sold,6W605,2020-01-22
1A,Sold,GX275,2020-10-05
1B,Sold,GX275,2020-10-05
1A,Available,FD915,2020-08-14
1B,Sold,FD915,2020-08-14
1A,Available,LS780,2020-01-16
1B,Sold,LS780,2020-01-16
1A,Sold,UZ855,2020-11-19
1B,Available,UZ855,2020-11-19
1A,Available,AF27,2020-01-21
1B,Sold,AF27,2020-01-21
1A,Available,IA364,2020-07-27
1B,Sold,IA364,2020-07-27
1A,Sold,VK664,2020-06-28
1B,Available,VK664,2020-06-28
1A,Available,2J42,2020-03-20
1B,Sold,2J42,2020-03-20
1A,Sold,VK664,2020-05-24
1B,Sold,VK664,2020-05-24
1A,Sold,ZX703,2020-04-25
1B,Available,ZX703,2020-04-25
1A,Sold,PN619,2020-06-02
1B,Available,PN619,2020-06-02
1A,Available,BP262,2020-11-11
1B,Available,BP262,2020-11-11
1A,Available,XA896,2020-10-29
1B,Available,XA896,2020-10-29
1A,Available,PD501,2020-03-08
1B,Sold,PD501,2020-03-08
1A,Sold,IQ30,2020-03-14
1B,Sold,IQ30,2020-03-14
1A,Available,HO656,2020-07-22
1B,Available,HO656,2020-07-22
1A,Available,7O960,2020-05-04
1B,Available,7O960,2020-05-04
1A,Available,B8602,2020-03-14
1B,Available,B8602,2020-03-14
1A,Available,9S804,2020-05-21
1B,Available,9S804,2020-05-21
1A,Sold,5W280,2020-07-29
1B,Available,5W280,2020-07-29
1A,Available,GK639,2020-10-04
1B,Available,GK639,2020-10-04
1A,Sold,QX541,2020-09-26
1B,Sold,QX541,2020-09-26
1A,Available,HU584,2020-09-25
1B,Sold,HU584,2020-09-25
1A,Available,8F260,2020-01-24
1B,Available,8F260,2020-01-24
1A,Sold,I3822,2020-08-01
1B,Sold,I3822,2020-08-01
1A,Available,TX80,2020-01-03
1B,Sold,TX80,2020-01-03
1A,Available,LC723,2020-10-04
1B,Available,LC723,2020-10-04
1A,Available,H7679,2020-11-24
1B,Available,H7679,2020-11-24
1A,Available,OJ941,2020-10-03
1B,Sold,OJ941,2020-10-03
1A,Sold,PX824,2020-03-17
1B,Sold,PX824,2020-03-17
1A,Sold,B0573,2020-07-30
1B,Available,B0573,2020-07-30
1A,Available,4X471,2020-05-14
1B,Available,4X471,2020-05-14
1A,Sold,YL224,2020-05-30
1B,Sold,YL224,2020-05-30
1A,Available,R7799,2020-06-25
1B,Available,R7799,2020-06-25
1A,Available,DL869,2020-03-03
1B,Sold,DL869,2020-03-03
1A,Sold,0X416,2020-07-23
1B,Available,0X416,2020-07-23
1A,Available,XJ859,2020-10-19
1B,Available,XJ859,2020-10-19
1A,Available,I8426,2020-04-04
1B,Available,I8426,2020-04-04
1A,Sold,IK548,2020-02-14
1B,Sold,IK548,2020-02-14
1A,Sold,BY430,2020-07-10
1B,Available,BY430,2020-07-10
1A,Available,6I515,2020-05-02
1B,Sold,6I515,2020-05-02
1A,Sold,ZT408,2020-02-28
1B,Sold,ZT408,2020-02-28
1A,Available,P8114,2020-07-05
1B,Sold,P8114,2020-07-05
1A,Sold,OZ28,2020-06-28
1B,Available,OZ28,2020-06-28
1A,Sold,TB380,2020-09-06
1B,Sold,TB380,2020-09-06
1A,Sold,XP858,2020-11-15
1B,Available,XP858,2020-11-15
1A,Available,A7900,2020-04-03
1B,Sold,A7900,2020-04-03
1A,Sold,Z4499,2020-05-13
1B,Sold,Z4499,2020-05-13
1A,Sold,PR841,2020-01-12
1B,Available,PR841,2020-01-12
1A,Sold,V2300,2020-11-13
1B,Available,V2300,2020-11-13
1A,Sold,SS464,2020-06-22
1B,Sold,SS464,2020-06-22
1A,Sold,F5740,2020-02-05
1B,Sold,F5740,2020-02-05
1A,Available,IS924,2020-09-30
1B,Sold,IS924,2020-09-30
1A,Available,7B995,2020-08-08
1B,Sold,7B995,2020-08-08
1A,Sold,DA226,2020-05-04
1B,Sold,DA226,2020-05-04
1A,Sold,5T531,2020-01-19
1B,Sold,5T531,2020-01-19
1A,Sold,T6312,2020-04-16
1B,Sold,T6312,2020-04-16
1A,Available,M8190,2020-05-02
1B,Available,M8190,2020-05-02
1A,Available,AB810,2020-07-29
1B,Sold,AB810,2020-07-29
1A,Sold,FX667,2020-02-17
1B,Available,FX667,2020-02-17
1A,Available,L9358,2020-10-15
1B,Available,L9358,2020-10-15
1A,Available,S9901,2020-06-07
1B,Available,S9901,2020-06-07
1A,Sold,WX972,2020-01-04
1B,Available,WX972,2020-01-04
1A,Available,I8426,2020-01-25
1B,Sold,I8426,2020-01-25
1A,Sold,WF871,2020-06-09
1B,Sold,WF871,2020-06-09
1A,Available,AK11,2020-03-10
1B,Available,AK11,2020-03-10
1A,Available,VI889,2020-03-10
1B,Sold,VI889,2020-03-10
1A,Sold,PX824,2020-05-19
1B,Sold,PX824,2020-05-19
1A,Sold,M8190,2020-02-29
1B,Sold,M8190,2020-02-29
1A,Available,IG138,2020-02-16
1B,Sold,IG138,2020-02-16
1A,Sold,JZ736,2020-08-24
1B,Sold,JZ736,2020-08-24
1A,Available,ZE925,2020-09-02
1B,Available,ZE925,2020-09-02
1A,Available,AC475,2020-01-11
1B,Sold,AC475,2020-01-11
1A,Available,7T867,2020-03-17
1B,Available,7T867,2020-03-17
1A,Available,GG642,2020-11-11
1B,Sold,GG642,2020-11-11
1A,Available,EQ243,2020-03-18
1B,Sold,EQ243,2020-03-18
1A,Available,5M677,2020-08-30
1B,Sold,5M677,2020-08-30
1A,Sold,1E994,2020-09-29
1B,Sold,1E994,2020-09-29
1A,Available,IJ985,2020-01-14
1B,Sold,IJ985,2020-01-14
1A,Available,FH56,2020-02-15
1B,Available,FH56,2020-02-15
1A,Sold,VU218,2020-05-03
1B,Available,VU218,2020-05-03
1A,Sold,LW268,2020-05-27
1B,Sold,LW268,2020-05-27
1A,Sold,BT282,2020-02-04
1B,Sold,BT282,2020-02-04
1A,Available,WY758,2020-10-01
1B,Available,WY758,2020-10-01
1A,Sold,NN759,2020-01-23
1B,Sold,NN759,2020-01-23
1A,Sold,AW131,2020-10-18
1B,Available,AW131,2020-10-18
1A,Sold,6R447,2020-07-18
1B,Available,6R447,2020-07-18
1A,Sold,TD571,2020-09-09
1B,Available,TD571,2020-09-09
1A,Available,IB538,2020-03-26
1B,Available,IB538,2020-03-26
1A,Available,TC719,2020-02-29
1B,Sold,TC719,2020-02-29
1A,Sold,IZ914,2020-01-25
1B,Available,IZ914,2020-01-25
1A,Available,4R563,2020-04-06
1B,Available,4R563,2020-04-06
1A,Available,AO320,2020-05-12
1B,Sold,AO320,2020-05-12
1A,Available,1C216,2020-03-23
1B,Sold,1C216,2020-03-23
1A,Available,AX303,2020-03-24
1B,Sold,AX303,2020-03-24
1A,Available,E2936,2020-02-21
1B,Available,E2936,2020-02-21
1A,Sold,Z3214,2020-11-09
1B,Available,Z3214,2020-11-09
1A,Sold,BV360,2020-08-14
1B,Sold,BV360,2020-08-14
1A,Sold,5T751,2020-02-15
1B,Sold,5T751,2020-02-15
1A,Sold,PZ177,2020-02-11
1B,Available,PZ177,2020-02-11
1A,Sold,UK856,2020-05-09
1B,Available,UK856,2020-05-09
1A,Sold,R7799,2020-02-20
1B,Available,R7799,2020-02-20
1A,Available,3R470,2020-05-11
1B,Available,3R470,2020-05-11
1A,Sold,DA226,2020-05-11
1B,Available,DA226,2020-05-11
1A,Sold,OQ417,2020-11-01
1B,Available,OQ417,2020-11-01
1A,Available,6W952,2020-09-29
1B,Sold,6W952,2020-09-29
1A,Available,QP61,2020-11-17
1B,Sold,QP61,2020-11-17
1A,Sold,9X585,2020-06-30
1B,Available,9X585,2020-06-30
1A,Available,TJ232,2020-01-01
1B,Sold,TJ232,2020-01-01
1A,Sold,8T632,2020-03-05
1B,Available,8T632,2020-03-05
1A,Sold,3L154,2020-09-27
1B,Sold,3L154,2020-09-27
1A,Sold,XJ859,2020-05-04
1B,Available,XJ859,2020-05-04
1A,Sold,A747,2020-08-18
1B,Available,A747,2020-08-18
1A,Sold,J4509,2020-07-16
1B,Available,J4509,2020-07-16
1A,Available,2X714,2020-07-10
1B,Sold,2X714,2020-07-10
1A,Sold,HO656,2020-10-07
1B,Available,HO656,2020-10-07
1A,Sold,Y1204,2020-08-18
1B,Sold,Y1204,2020-08-18
1A,Sold,9K716,2020-11-16
1B,Sold,9K716,2020-11-16
1A,Sold,VQ831,2020-10-30
1B,Sold,VQ831,2020-10-30
1A,Available,XL71,2020-06-07
1B,Available,XL71,2020-06-07
1A,Sold,Q2435,2020-07-04
1B,Sold,Q2435,2020-07-04
1A,Available,EA493,2020-04-02
1B,Sold,EA493,2020-04-02
1A,Sold,GY773,2020-03-09
1B,Sold,GY773,2020-03-09
1A,Sold,GX275,2020-08-31
1B,Sold,GX275,2020-08-31
1A,Available,EM608,2020-06-02
1B,Sold,EM608,2020-06-02
1A,Available,ZI813,2020-02-29
1B,Available,ZI813,2020-02-29
1A,Sold,MR750,2020-03-16
1B,Available,MR750,2020-03-16
1A,Sold,Q30,2020-04-19
1B,Available,Q30,2020-04-19
1A,Available,UP119,2020-05-30
1B,Available,UP119,2020-05-30
1A,Sold,GF53,2020-07-31
1B,Available,GF53,2020-07-31
1A,Sold,BY430,2020-07-31
1B,Sold,BY430,2020-07-31
1A,Available,ZW51,2020-09-01
1B,Available,ZW51,2020-09-01
1A,Sold,VV129,2020-03-15
1B,Sold,VV129,2020-03-15
1A,Sold,T0192,2020-08-07
1B,Sold,T0192,2020-08-07
1A,Available,5E292,2020-07-17
1B,Available,5E292,2020-07-17
1A,Available,8T344,2020-06-26
1B,Sold,8T344,2020-06-26
1A,Available,GT231,2020-03-28
1B,Sold,GT231,2020-03-28
1A,Available,F9802,2020-09-28
1B,Available,F9802,2020-09-28
1A,Available,MU89,2020-08-15
1B,Available,MU89,2020-08-15
1A,Sold,XK455,2020-05-27
1B,Sold,XK455,2020-05-27
1A,Sold,W4612,2020-08-13
1B,Available,W4612,2020-08-13
1A,Available,CZ134,2020-06-04
1B,Available,CZ134,2020-06-04
1A,Available,TG597,2020-07-06
1B,Available,TG597,2020-07-06
1A,Available,XM884,2020-10-14
1B,Sold,XM884,2020-10-14
1A,Available,DA362,2020-08-11
1B,Available,DA362,2020-08-11
1A,Available,HM776,2020-08-27
1B,Available,HM776,2020-08-27
1A,Sold,AD680,2020-02-26
1B,Available,AD680,2020-02-26
1A,Sold,Y5356,2020-04-15
1B,Available,Y5356,2020-04-15
1A,Available,YL224,2020-02-29
1B,Available,YL224,2020-02-29
1A,Sold,ZI237,2020-11-24
1B,Sold,ZI237,2020-11-24
1A,Sold,8L782,2020-09-28
1B,Available,8L782,2020-09-28
1A,Available,4X765,2020-07-19
1B,Available,4X765,2020-07-19
1A,Sold,NL146,2020-08-04
1B,Sold,NL146,2020-08-04
1A,Available,JU899,2020-11-10
1B,Available,JU899,2020-11-10
1A,Sold,ZJ490,2020-03-26
1B,Available,ZJ490,2020-03-26
1A,Available,YO234,2020-08-22
1B,Sold,YO234,2020-08-22
1A,Available,EO276,2020-09-16
1B,Sold,EO276,2020-09-16
1A,Available,DP553,2020-01-04
1B,Available,DP553,2020-01-04
1A,Sold,MD109,2020-04-14
1B,Sold,MD109,2020-04-14
1A,Available,V3599,2020-02-20
1B,Available,V3599,2020-02-20
1A,Sold,YC807,2020-05-18
1B,Sold,YC807,2020-05-18
1A,Sold,MR149,2020-04-01
1B,Sold,MR149,2020-04-01
1A,Available,W573,2020-10-22
1B,Available,W573,2020-10-22
1A,Sold,YV737,2020-07-01
1B,Available,YV737,2020-07-01
1A,Sold,QX541,2020-05-30
1B,Sold,QX541,2020-05-30
1A,Sold,4G277,2020-01-24
1B,Sold,4G277,2020-01-24
1A,Available,Y8713,2020-09-27
1B,Sold,Y8713,2020-09-27
1A,Available,VI889,2020-09-08
1B,Sold,VI889,2020-09-08
1A,Sold,MI916,2020-04-28
1B,Sold,MI916,2020-04-28
1A,Available,DA226,2020-04-06
1B,Available,DA226,2020-04-06
1A,Sold,HO656,2020-04-29
1B,Available,HO656,2020-04-29
1A,Available,LS922,2020-02-04
1B,Available,LS922,2020-02-04
1A,Available,Y8124,2020-09-30
1B,Available,Y8124,2020-09-30
1A,Available,I3893,2020-03-12
1B,Sold,I3893,2020-03-12
1A,Available,V2281,2020-09-24
1B,Sold,V2281,2020-09-24
1A,Sold,RV454,2020-03-27
1B,Sold,RV454,2020-03-27
1A,Sold,J4509,2020-05-14
1B,Sold,J4509,2020-05-14
1A,Available,GV566,2020-01-08
1B,Sold,GV566,2020-01-08
1A,Sold,PJ90,2020-05-28
1B,Available,PJ90,2020-05-28
1A,Sold,AF27,2020-11-03
1B,Available,AF27,2020-11-03
1A,Sold,H7679,2020-10-20
1B,Available,H7679,2020-10-20
1A,Available,UK856,2020-07-04
1B,Sold,UK856,2020-07-04
1A,Available,3M93,2020-11-11
1B,Available,3M93,2020-11-11
1A,Sold,EM608,2020-09-15
1B,Sold,EM608,2020-09-15
1A,Available,MW161,2020-09-14
1B,Available,MW161,2020-09-14
1A,Sold,AA189,2020-09-18
1B,Available,AA189,2020-09-18
1A,Sold,DD741,2020-11-20
1B,Sold,DD741,2020-11-20
1A,Sold,KE878,2020-04-19
1B,Sold,KE878,2020-04-19
1A,Sold,J7645,2020-11-03
1B,Available,J7645,2020-11-03
1A,Sold,PT875,2020-11-05
1B,Available,PT875,2020-11-05
1A,Available,PT62,2020-01-29
1B,Sold,PT62,2020-01-29
1A,Sold,OJ83,2020-04-10
1B,Sold,OJ83,2020-04-10
1A,Available,S9901,2020-10-18
1B,Available,S9901,2020-10-18
1A,Available,2T257,2020-07-15
1B,Sold,2T257,2020-07-15
1A,Sold,HZ375,2020-11-05
1B,Available,HZ375,2020-11-05
1A,Available,F9802,2020-02-10
1B,Available,F9802,2020-02-10
1A,Available,SO937,2020-02-21
1B,Available,SO937,2020-02-21
1A,Available,RQ70,2020-02-25
1B,Available,RQ70,2020-02-25
1A,Available,C4523,2020-03-17
1B,Sold,C4523,2020-03-17
1A,Available,PX556,2020-01-09
1B,Sold,PX556,2020-01-09
1A,Available,JQ349,2020-02-11
1B,Available,JQ349,2020-02-11
1A,Available,MW161,2020-03-09
1B,Available,MW161,2020-03-09
1A,Available,B3299,2020-03-11
1B,Sold,B3299,2020-03-11
1A,Sold,RV454,2020-02-21
1B,Available,RV454,2020-02-21
1A,Available,4T800,2020-07-11
1B,Available,4T800,2020-07-11
1A,Sold,DO879,2020-02-04
1B,Sold,DO879,2020-02-04
1A,Sold,GV566,2020-05-06
1B,Available,GV566,2020-05-06
1A,Available,6E335,2020-10-21
1B,Sold,6E335,2020-10-21
1A,Sold,7K391,2020-05-25
1B,Sold,7K391,2020-05-25
1A,Available,WC383,2020-01-27
1B,Sold,WC383,2020-01-27
1A,Available,H2105,2020-06-07
1B,Sold,H2105,2020-06-07
1A,Sold,PP992,2020-10-27
1B,Available,PP992,2020-10-27
1A,Available,XP858,2020-05-10
1B,Sold,XP858,2020-05-10
1A,Sold,H27,2020-07-29
1B,Available,H27,2020-07-29
1A,Sold,D3184,2020-03-03
1B,Sold,D3184,2020-03-03
1A,Sold,TJ870,2020-05-29
1B,Available,TJ870,2020-05-29
1A,Sold,RZ815,2020-11-19
1B,Sold,RZ815,2020-11-19
1A,Available,QY411,2020-09-02
1B,Sold,QY411,2020-09-02
1A,Available,JY661,2020-09-10
1B,Sold,JY661,2020-09-10
1A,Sold,WR520,2020-11-12
1B,Sold,WR520,2020-11-12
1A,Available,UH834,2020-09-27
1B,Available,UH834,2020-09-27
1A,Sold,5J182,2020-05-11
1B,Sold,5J182,2020-05-11
1A,Available,MS50,2020-08-21
1B,Available,MS50,2020-08-21
1A,Available,8D483,2020-01-08
1B,Available,8D483,2020-01-08
1A,Available,U9353,2020-07-26
1B,Available,U9353,2020-07-26
1A,Sold,B7269,2020-09-18
1B,Sold,B7269,2020-09-18
1A,Available,U9353,2020-01-19
1B,Sold,U9353,2020-01-19
1A,Sold,C1846,2020-10-30
1B,Available,C1846,2020-10-30
1A,Sold,8T632,2020-07-16
1B,Sold,8T632,2020-07-16
1A,Sold,L9358,2020-02-20
1B,Sold,L9358,2020-02-20
1A,Sold,IV347,2020-02-10
1B,Available,IV347,2020-02-10
1A,Available,MS637,2020-01-16
1B,Available,MS637,2020-01-16
1A,Available,BE413,2020-10-30
1B,Sold,BE413,2020-10-30
1A,Sold,E2285,2020-03-01
1B,Available,E2285,2020-03-01
1A,Available,JZ290,2020-04-27
1B,Sold,JZ290,2020-04-27
1A,Sold,ZP6,2020-10-19
1B,Sold,ZP6,2020-10-19
1A,Sold,FJ422,2020-04-01
1B,Sold,FJ422,2020-04-01
1A,Available,HT511,2020-05-18
1B,Sold,HT511,2020-05-18
1A,Available,FJ422,2020-04-15
1B,Sold,FJ422,2020-04-15
1A,Sold,6E550,2020-10-13
1B,Sold,6E550,2020-10-13
1A,Sold,UE978,2020-10-31
1B,Available,UE978,2020-10-31
1A,Available,VU218,2020-04-05
1B,Sold,VU218,2020-04-05
1A,Available,UT428,2020-03-26
1B,Sold,UT428,2020-03-26
1A,Sold,VU630,2020-08-19
1B,Available,VU630,2020-08-19
1A,Sold,R2614,2020-05-20
1B,Available,R2614,2020-05-20
1A,Sold,MW939,2020-04-05
1B,Sold,MW939,2020-04-05
1A,Sold,6G583,2020-07-14
